gene_id	KO1CT	KO1G	KO1NH	KO1NL	KO2CT	KO2G	KO2NH	KO2NL	KO3CT	KO3G	KO3NH	KO3NL	WT1CT	WT1G	WT1NH	WT1NL	WT2CT	WT2G	WT2NH	WT2NL	WT3CT	WT3G	WT3NH	WT3NL
Gm30057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30055	9	3	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Gm30054	781	770	100	1178	662	881	67	1299	860	924	109	1385	448	330	70	780	503	370	61	650	572	303	80	901
Ano8	583	236	47	465	532	253	32	422	735	279	51	473	522	154	47	307	548	146	44	302	651	98	54	302
Gm30059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30058	2	2	3	0	0	8	6	9	0	4	0	0	0	5	0	1	0	0	0	0	3	0	2	4
Gm37383	16	4	4	2	26	6	3	6	10	11	4	15	4	4	1	10	16	6	3	4	20	3	2	4
Gm19412	14	27	21	35	12	22	12	38	11	25	11	38	11	43	18	64	14	41	9	42	13	36	18	42
Gm19410	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19417	15	8	0	0	9	0	0	4	14	5	0	10	5	0	0	0	12	3	0	0	6	2	0	0
Wrap53	363	787	701	757	388	799	676	823	363	795	741	790	499	843	851	850	409	879	841	799	481	835	883	849
Ano6	4881	3093	3172	3395	4391	2893	3074	3439	4533	2884	2794	3517	4290	2540	2328	3877	4825	2795	2166	3429	5070	2618	2478	3396
Sh3kbp1	15448	10807	5670	10301	13881	11562	5658	11282	13972	10873	5590	11474	12618	7234	3467	9262	13892	8069	4251	8575	14136	7384	4356	9600
1700120C14Rik	7	3	3	8	11	8	5	11	3	7	5	18	7	8	4	5	9	5	1	0	7	5	2	4
Kantr	30	94	33	190	23	141	27	161	24	162	37	211	29	53	33	107	36	43	17	81	34	69	32	136
Gm40544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam207a	1010	1553	2245	1528	1116	1616	2181	1632	1052	1747	2301	1728	1543	1623	2097	1935	1419	1831	2164	2019	1370	1713	2171	2016
Krt17	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Krt10	25	41	65	60	41	40	54	52	38	65	77	41	34	46	42	60	37	39	42	30	43	60	67	59
Krt19	8	0	0	0	17	5	0	2	6	0	0	0	6	4	0	0	0	0	0	0	3	0	0	0
Krt18	6	2	0	0	12	4	0	0	8	4	0	2	4	0	0	0	10	4	0	0	6	4	0	0
Gm39317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1110020A21Rik	54	14	3	23	41	26	9	17	34	12	5	17	43	18	3	15	30	6	4	5	19	10	2	11
Gm42395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eftud2	3381	6659	10583	4415	3705	6512	10505	5129	3527	7066	11827	5076	3334	10280	11887	7891	3316	10323	12278	7945	3636	10558	12161	6959
Gm32749	0	5	3	0	2	0	0	0	0	2	6	2	3	0	0	4	0	0	0	5	0	3	0	0
Gm32748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32745	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0
Gm32747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atxn7l3b	2222	1929	1955	1892	2155	2066	2049	2068	2152	1954	2190	2206	2492	1898	1985	1971	2462	1973	2045	2053	2122	1846	2200	1949
Gm32741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32742	7	0	2	2	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Nedd8	878	1515	2270	1437	930	1688	2140	1433	962	1954	2538	1585	1653	2376	3384	1679	1427	2354	2515	1656	1087	2356	3090	2107
Nedd9	4174	2470	2544	2677	4072	2461	2720	3159	4139	2489	2958	3148	4199	1933	3762	3447	4556	2190	5036	3100	4206	1895	4715	2860
Gm33838	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0
Gm36848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36844	7	7	2	6	5	12	2	8	7	3	2	6	5	2	2	7	7	0	2	0	5	3	0	3
Gm36845	182	14	7	33	170	34	9	27	163	27	0	43	97	6	5	25	97	7	4	8	102	10	3	24
Nedd4	1511	1959	744	2114	1274	2035	823	2444	1673	1806	797	2405	1413	1397	547	1955	1474	1239	509	1551	1617	1416	566	2102
Gm36843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dele1	646	1060	875	927	601	1037	927	1000	651	1000	1036	1073	498	752	766	873	557	917	713	898	627	870	750	930
Hars2	1096	892	609	691	1053	830	652	803	1054	830	710	813	1013	845	648	752	1175	765	688	669	1352	806	724	712
Gm31095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31090	16	6	20	14	11	16	18	13	7	7	10	11	4	10	12	20	8	20	9	13	11	13	12	7
Gm31091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31092	3	3	3	2	3	2	3	2	3	4	2	2	4	3	0	4	3	4	2	4	4	2	5	6
Spatc1	9	2	0	6	12	2	1	0	5	7	3	4	4	2	3	0	7	4	5	2	2	0	2	0
Cwf19l1	919	1181	1387	862	926	1172	1430	963	879	1154	1522	889	632	1355	1356	1063	724	1250	1485	1067	624	1279	1575	1090
Gm21333	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meioc	32	10	22	10	22	28	19	13	28	9	17	18	25	15	15	18	20	13	12	13	10	23	22	14
Meiob	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
G630064G18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930413G21Rik	4	10	2	3	6	5	4	3	7	5	1	12	12	3	6	2	7	2	3	1	3	1	4	3
Nckap5los	64	38	32	25	57	19	34	29	49	17	20	41	57	52	27	62	81	29	39	46	112	21	26	26
Nup205	2012	4344	6115	2535	2093	3850	5888	3038	2129	3773	6592	3093	1556	5766	6367	4744	1810	5452	7115	4571	2089	5770	7001	3709
Olfr1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3glb1	3829	4477	3595	4851	4049	4509	3714	5353	3843	4072	3698	5729	4034	3400	3588	4669	3895	3879	3494	4405	3741	3802	3932	5216
Sh3glb2	1525	873	301	1005	1492	845	330	941	1524	901	303	1006	1470	593	349	802	1359	620	284	764	1525	599	312	906
Olfr1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mttp	43	24	8	26	35	35	20	39	53	45	14	28	29	14	14	14	19	16	23	18	24	31	11	20
Cib2	0	0	0	4	2	2	3	0	3	4	0	0	2	0	0	0	6	4	3	2	2	5	0	2
Cib3	7	5	9	8	14	11	5	9	13	11	7	9	6	6	6	4	6	7	4	7	10	6	3	5
Cib1	484	564	420	612	422	576	423	598	444	764	494	623	675	609	538	596	578	489	468	502	511	550	519	713
Exph5	2	0	0	0	0	0	2	3	0	0	3	3	2	0	0	0	7	0	0	0	2	0	0	2
Cib4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC115490109	10	16	11	15	5	22	16	6	4	12	5	25	2	16	13	8	4	13	6	8	3	6	14	14
Dusp21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp22	82	390	560	296	84	416	578	383	123	305	538	357	75	343	640	361	74	454	628	422	69	400	679	339
Dusp23	43	36	11	51	30	40	8	56	51	46	18	51	68	31	12	35	46	20	23	26	46	24	13	39
Dusp26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Dusp27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30875	0	0	0	0	4	2	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0
Gm30874	6	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm30877	3	8	5	0	0	0	2	6	6	0	0	7	0	6	4	3	4	0	2	0	2	5	3	4
Gm30871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26788	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12236	0	0	6	0	0	0	3	0	0	2	5	2	0	0	6	0	0	2	5	0	0	0	3	0
Gm26782	83	128	134	162	80	121	130	145	105	150	113	151	100	96	139	139	84	130	118	121	93	113	101	127
Bc1	1	0	2	2	1	0	1	3	1	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0
Gm26787	0	0	3	4	1	1	4	0	3	0	0	0	0	4	0	2	2	0	1	4	0	3	2	0
Gm20172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chdh	33	6	15	20	24	21	4	28	18	16	21	25	36	9	10	6	25	2	0	11	28	19	5	7
Plin4	10	14	6	7	7	2	4	7	0	0	0	5	2	4	6	8	2	0	5	3	11	17	7	2
Plin5	0	2	0	0	0	0	0	3	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0
Plin2	203	100	26	131	181	139	26	141	187	95	22	169	258	40	15	65	239	36	17	48	239	20	26	77
Plin3	144	267	34	463	152	275	49	498	185	336	37	519	227	130	35	377	189	186	29	466	190	142	29	443
Plin1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Bcr	808	580	513	722	732	582	555	660	879	486	445	752	923	476	459	682	1014	507	586	668	1069	426	558	600
Chd1	9529	11238	10909	7477	12069	10716	10892	8749	12097	9173	10150	8791	9086	10508	9220	10706	9963	10844	10005	9771	10349	11035	10103	9134
Spidr	320	426	262	363	280	356	284	420	345	373	317	407	233	356	286	415	277	380	239	402	287	365	307	443
Chd3	15396	11298	8326	9576	14923	10904	8337	10147	15408	9397	6636	10173	12788	9860	5196	11435	15464	9847	5217	10424	16835	9820	5364	10861
Chd2	23811	9103	5006	9522	30087	8180	5599	10454	24009	6547	4128	10831	19857	5738	3564	9202	24758	4986	3820	7028	27156	5347	3852	8280
Chd5	8	12	12	14	19	14	26	15	19	8	17	7	25	15	15	23	27	21	13	5	24	19	8	17
Zc3h7b	1569	2836	2739	2377	1677	2745	2658	2575	1844	2487	2827	2463	1412	2902	2187	2600	1475	2938	2343	2451	1627	3033	2219	2517
Zc3h7a	4945	4645	2604	4525	5101	4898	2868	4668	4780	4289	2508	5265	3570	3626	2462	4679	4611	3921	2503	4147	5459	3694	2713	4544
Chd6	5947	4684	2252	4802	6301	4548	2516	5102	6104	3579	2178	5280	4248	2940	1626	4270	5359	2869	1860	3452	6045	2936	1927	3740
Chd9	1655	1794	1751	1287	1272	1607	1701	1470	1656	1281	1501	1617	887	1312	1102	1227	1205	1464	1399	1140	1430	1270	1266	1005
Chd8	7802	7466	5516	6901	7642	6853	5520	7325	7871	6126	5622	7502	5799	5953	4873	6981	7282	5986	5382	6457	8203	5957	5275	6475
4930567K20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nob1	1419	2505	3917	1726	1497	2482	3894	2045	1474	2672	4156	2049	2411	3803	4689	3000	2152	3590	4686	2687	2101	3597	4697	2929
Ppp6r2	734	771	434	789	720	764	465	892	767	645	455	832	514	589	377	703	624	552	304	692	721	545	352	812
Ppp6r3	6630	5200	4501	4526	6392	5024	4829	5133	6227	4390	4693	5142	5123	4709	4650	5464	5814	4677	4683	4662	6247	4405	4793	4556
Ppp6r1	9459	10934	6391	10286	9608	11152	6822	10780	10415	9888	6247	10929	11050	9740	6255	10200	10706	9830	6195	10131	10772	9337	6178	10452
B430319G15Rik	5	0	0	0	3	2	2	0	0	3	4	3	1	0	3	0	0	1	3	7	1	1	0	3
Flcn	2455	2648	828	3262	2412	2554	853	3138	2395	2217	881	3419	3286	1813	994	2697	3266	1623	902	2504	3378	1688	1002	3081
Xcl1	21	1384	28329	7021	21	1365	28036	7147	20	1420	34017	7420	62	6744	64053	18063	61	10826	54309	24557	54	6757	62493	22709
Engase	144	235	187	188	134	212	208	181	147	259	179	173	151	212	208	172	171	219	216	148	178	262	211	176
Thrap3	16746	12302	10171	10319	18593	12196	10046	11387	17596	11681	10341	11462	14861	12316	11190	11659	17638	11682	10434	10568	18711	11496	11146	10605
Tecpr1	11299	9130	477	12553	12922	9018	452	12329	11671	7901	486	13022	7234	2920	277	6636	7773	2813	308	6367	8543	2537	240	8785
Tecpr2	182	221	376	187	163	266	368	190	170	231	297	213	121	316	274	256	169	231	338	307	168	277	312	237
Gm29961	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29967	20	10	17	7	11	5	14	11	12	3	6	8	13	16	14	9	21	11	13	11	16	14	16	9
Gm29968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d11	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Thegl	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D930030F02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tgfa	6	6	2	5	8	3	2	2	0	0	4	6	2	0	2	0	4	4	0	0	6	2	0	0
Gm16445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dr1	1774	1851	1743	1900	1830	1877	1776	2089	1883	1813	1811	2156	2266	1993	1753	1910	2354	1927	1856	1908	2266	1922	1991	1840
Zfp36l3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
Adh1	24	21	19	4	14	0	15	15	4	10	14	28	13	10	6	7	2	11	4	3	6	0	3	6
Gm32702	2	5	6	5	7	5	0	3	0	7	3	14	0	2	2	2	5	4	0	10	0	2	0	3
Adh7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
Adh5	1299	2166	3228	1929	1179	2334	2931	2063	1314	2582	3379	2137	1780	3027	3747	2286	1523	3210	3439	2219	1417	2983	3382	2536
Adh4	0	0	17	0	2	3	20	2	0	2	20	1	4	3	23	6	0	6	16	4	0	9	33	3
C230035I16Rik	0	2	3	0	0	0	0	0	0	3	0	3	0	0	1	0	0	3	0	2	0	2	3	0
Lao1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C030023E24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36199	2	1	2	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	2	1	3	0	2	0
Gpihbp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Fer1l6	0	0	0	2	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	4	0	3	0
Fer1l4	5	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	3	0	2	2	0	0	0
Fer1l5	3	7	6	4	4	7	5	0	6	3	6	0	2	5	5	10	9	5	7	4	7	4	0	2
Xxylt1	619	987	1558	594	519	909	1682	667	616	993	1738	680	710	1432	1678	914	675	1395	1800	879	610	1466	1800	874
4833419F23Rik	7	4	23	17	9	13	26	10	10	12	22	10	8	23	21	26	7	35	39	32	10	22	35	12
Fmc1	54	194	172	169	105	228	121	132	103	227	153	152	114	189	132	85	80	155	145	112	71	210	162	154
Gm36190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc169	4	0	1	0	4	4	2	2	3	0	0	0	2	0	6	0	0	0	2	0	0	3	4	2
Gm36195	39	43	50	31	38	44	83	50	33	21	77	37	15	36	60	46	31	52	57	41	31	37	67	29
Rasd2	0	4	21	15	0	2	16	6	0	6	20	4	0	29	25	15	2	14	54	12	0	20	30	9
Rasd1	53	40	20	15	34	41	17	47	41	37	18	26	74	43	41	57	88	32	42	43	119	49	34	41
5430403G16Rik	90	82	52	125	66	102	46	141	69	108	51	196	46	45	43	51	65	68	45	74	58	67	69	112
Gm10840	75	47	7	55	104	42	17	38	96	56	13	50	66	17	5	23	74	23	7	26	80	22	6	37
Gm10847	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
Gm3558	0	2	3	0	2	2	5	2	0	4	8	3	0	5	7	2	0	5	13	1	1	6	12	2
Ccdc160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3200001D21Rik	0	0	6	2	0	1	0	3	0	0	2	0	0	0	3	0	0	0	2	2	0	1	0	0
4833428L15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Insrr	17	19	20	12	31	24	19	5	20	17	24	10	24	22	14	27	33	22	27	14	25	15	22	20
Ankrd6	25	73	120	65	31	84	131	50	33	67	108	53	19	121	135	121	13	139	167	83	16	123	170	65
Ankrd7	141	57	23	105	123	53	30	100	86	83	26	110	79	58	27	54	130	29	64	64	157	37	44	60
Ankrd1	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
Ankrd2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Avp	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
Ankrd9	85	22	26	52	64	56	30	73	77	50	35	34	151	67	56	34	93	37	63	36	109	45	48	47
Omt2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa10	2108	2002	2106	1911	1975	2068	2123	2060	2228	2245	2299	2078	2607	2279	2328	2068	2382	2223	2309	1972	2146	2388	2264	2169
Ndufa11	735	947	908	761	788	1035	941	838	722	1170	1121	752	1131	1317	1356	825	903	1207	1051	937	850	1268	1178	1110
Ndufa12	303	509	1608	628	301	631	1322	685	280	759	1255	512	558	1497	1793	869	364	1068	1180	745	256	1004	1874	853
Ndufa13	1142	1153	1107	1112	1042	1142	1071	1122	1045	1514	1133	1114	1670	1373	1361	921	1423	1321	1068	983	1177	1388	1202	1221
Ap5b1	252	251	106	384	231	219	116	362	266	268	100	372	294	148	93	302	306	154	120	255	265	154	121	247
Resp18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Abcd1	869	614	77	991	674	619	82	970	949	657	56	940	597	276	60	667	719	247	52	567	725	191	72	806
Abcd3	414	326	298	393	395	337	256	466	347	295	278	478	378	315	303	338	414	338	358	346	443	337	389	398
Abcd2	4	0	0	4	2	0	0	3	9	2	2	4	19	0	2	0	5	0	0	6	4	0	0	0
Abcd4	324	265	89	311	356	258	85	298	332	243	82	316	353	167	85	281	384	178	69	276	397	145	84	346
Pomp	991	2079	3361	1701	973	2192	3304	1785	999	2547	3802	1810	1578	3349	4739	2223	1278	3341	3579	2524	1084	3243	4223	2802
Mocs3	359	314	521	432	350	313	395	420	362	381	504	397	458	389	522	336	366	416	458	418	351	418	481	423
Lrrc30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Mocs1	429	367	152	406	388	385	125	500	526	405	194	487	516	295	145	350	547	238	139	341	491	254	176	431
Pomc	14	22	12	14	28	17	16	27	20	19	11	17	15	22	19	23	17	11	16	20	25	16	14	16
Gm52299	8	3	8	0	6	2	3	6	6	7	7	4	2	2	3	6	4	7	4	4	5	0	3	0
Gm16136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rapgef1	11419	15072	20999	10919	11288	14828	20659	11984	11882	13657	20877	12023	10947	16268	17132	15527	10961	17325	18976	15691	11571	16735	19176	13175
Lyplal1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0
Gm41499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41498	10	13	17	18	4	12	19	7	1	12	12	7	4	2	10	13	6	5	19	4	9	9	11	5
Gm41497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Gm41496	0	4	8	4	5	4	17	2	3	8	7	11	6	5	6	8	0	9	8	0	0	7	7	2
B430212C06Rik	7	4	2	11	6	7	0	9	4	18	2	19	8	0	2	10	4	9	0	9	7	8	1	12
Gm33730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corin	40	32	27	26	37	23	18	47	33	20	33	24	21	31	20	42	28	37	17	32	28	28	20	45
Gm39238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp1b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp1b2	25	0	19	6	24	12	15	12	10	22	10	15	19	16	16	30	42	9	28	23	49	27	22	28
Atp1b3	22369	12012	4939	15051	21323	12535	5166	16123	22004	12867	5611	16196	24297	7339	5279	10559	21703	7660	5273	9563	19997	7428	5502	12281
Atp1b1	2398	2154	876	2301	2070	2097	963	2501	2080	2158	962	2582	2236	1256	1025	1659	2248	1078	1024	1578	2189	1118	1062	1789
Fbl	4170	9314	16894	6278	4074	9721	17006	7136	3947	11270	18844	6660	5481	15403	20940	10839	4900	15146	18740	11377	4394	16147	19697	10732
Ccnq	469	676	657	640	371	764	610	636	481	716	713	634	708	633	646	530	554	645	573	549	518	582	617	595
Gm14437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14434	86	83	51	60	43	72	50	71	37	95	46	90	39	51	53	59	46	55	48	50	80	46	65	69
Ccny	4096	3176	2934	2856	3701	3388	2955	3270	3789	3052	3205	3289	4663	3391	3377	3330	4276	3666	3661	3127	4042	3556	3726	2981
Olfr1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Ccnf	124	84	65	63	107	53	90	86	153	76	60	74	152	134	89	123	145	102	89	74	154	86	117	93
Ccnc	409	493	644	550	331	603	556	620	379	548	628	706	426	520	759	664	417	560	476	548	383	523	684	514
Olfr1420	2	0	0	2	0	2	0	3	3	0	2	2	0	0	0	1	0	0	0	1	0	0	0	0
Prb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnh	241	862	1086	677	243	852	1062	790	253	934	1187	831	365	894	915	822	286	1038	771	755	343	989	834	857
Olfr1425	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Ccnj	289	416	597	317	280	423	576	369	297	394	621	372	361	489	585	439	318	445	671	422	382	515	602	349
Ccnk	3644	3027	3317	3226	3641	3123	3289	3450	3608	2887	3425	3212	3081	3115	3203	3421	3363	3098	3110	3674	3490	3311	3549	3349
G630025P09Rik	0	2	0	0	4	2	6	0	0	4	2	0	0	2	2	2	0	0	2	0	0	2	4	5
Gm15522	2	5	4	0	2	1	1	1	2	3	5	3	2	3	2	2	4	4	3	0	8	4	6	0
Gm15523	0	0	0	0	0	0	0	0	2	0	0	0	3	0	2	1	4	0	0	0	0	0	0	0
Gm15520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Gm15521	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
